,token_id,token,cunt,topic_1,topic_2
0,0,回,8,0.006371172610670328,0.0004266072064638138
1,1,定例会,5,0.004123142454773188,0.0004085488908458501
2,2,小樽,32,0.024497337639331818,0.00042940073763020337
3,3,会議,5,0.0010876563610509038,0.0034411619417369366
4,4,本日,4,0.0004901024512946606,0.0032835109159350395
5,5,議員,10,0.007860864512622356,0.00044763300684280694
6,6,日程,4,0.0004139163938816637,0.0033596830908209085
7,7,議題,3,0.0003823350998573005,0.002636592835187912
8,8,日,8,0.00632631778717041,0.0004714017850346863
9,9,なし,3,0.0026362070348113775,0.0003847769694402814
10,10,一括,3,0.00038139577372930944,0.002637536032125354
11,11,報告,4,0.0004173860070295632,0.003356210421770811
12,12,議案,34,0.0004024649388156831,0.026011520996689796
13,13,各,6,0.00042742196819745004,0.004855539184063673
14,14,提案,4,0.001281386474147439,0.0024929300416260958
15,15,説明,3,0.0003811066853813827,0.002637827303260565
16,16,支給,3,0.0024486223701387644,0.0005720881163142622
17,17,職員,10,0.0004126830317545682,0.007888996973633766
18,18,結果,9,0.007148431614041328,0.00040476012509316206
19,19,調査,3,0.0025887044612318277,0.0004321991582401097
20,20,内容,3,0.002585658337920904,0.0004352366377133876
21,21,届け出,3,0.0026366994716227055,0.00038428729749284685
22,22,対象,5,0.0003810821217484772,0.004147208761423826
23,23,経費,10,0.0005384365795180202,0.007763295900076628
24,24,一部,22,0.0004948570858687162,0.016863012686371803
25,25,市民,23,0.01773403398692608,0.0003944109776057303
26,26,様,8,0.00641798647120595,0.00037989026168361306
27,27,皆,12,0.00943926814943552,0.00038010027492418885
28,28,今後,8,0.00044703891035169363,0.006345284171402454
29,29,周知,3,0.0025850848760455847,0.0004358253499958664
30,30,見直し,4,0.003390055149793625,0.00038629939081147313
31,31,一般,10,0.00039231960545293987,0.007909359410405159
32,32,不,4,0.00038098692311905324,0.0033926249016076326
33,33,会計,16,0.00039459075196646154,0.01243516430258751
34,34,対応,5,0.002295162295922637,0.0022347616031765938
35,35,決算,3,0.00038092141039669514,0.0026380117051303387
36,36,認定,6,0.00038168622995726764,0.0049012815579771996
37,37,事項,4,0.00040136073948815465,0.003372249426320195
38,38,除排雪,5,0.00039493225631304085,0.004133341368287802
39,39,作業,5,0.0040192813612520695,0.0005122578586451709
40,40,排雪,4,0.003394261933863163,0.0003821096906904131
41,41,執行,6,0.00040386716136708856,0.004879092797636986
42,42,指摘,4,0.0014994561206549406,0.0022750524803996086
43,43,協議,5,0.003533697919920087,0.0009973697597160935
44,44,地区,3,0.00038404465885832906,0.0026348803658038378
45,45,地域,25,0.019176889210939407,0.00046218381612561643
46,46,活動,11,0.008655552752315998,0.00040838454151526093
47,47,港湾,11,0.0004317004350014031,0.008624662645161152
48,48,体制,7,0.005654883570969105,0.00038759788731113076
49,49,管理,4,0.00039826950524002314,0.003375332336872816
50,50,事業,43,0.004515312146395445,0.02869444712996483
51,51,措置,3,0.0003830080677289516,0.0026359176263213158
52,52,改善,12,0.00044685479952022433,0.009364193305373192
53,53,運営,6,0.0004358569858595729,0.00484710605815053
54,54,市政,3,0.0025907480157911777,0.00043016739073209465
55,55,新年度,4,0.0032949286978691816,0.00048127249465323985
56,56,施策,12,0.0005192476091906428,0.009291834197938442
57,57,協力,4,0.003395920852199197,0.0003804604057222605
58,58,理解,4,0.003395987907424569,0.00038039396167732775
59,59,多く,3,0.002640697406604886,0.0003803123254328966
60,60,市長,3,0.0026404880918562412,0.0003805199230555445
61,61,歴史,7,0.005662082694470882,0.00038041811785660684
62,62,さん,4,0.003395868232473731,0.00038051308365538716
63,63,まち,12,0.009436370804905891,0.0003829809429589659
64,64,課題,9,0.00715670408681035,0.0003965019714087248
65,65,まちづくり,13,0.0101849976927042,0.00038971775211393833
66,66,対話,3,0.0024465681053698063,0.0005741709028370678
67,67,目,15,0.011703056283295155,0.0003824185987468809
68,68,会,6,0.004886486101895571,0.0004005958326160908
69,69,中小企業,6,0.00042071478674188256,0.004862252622842789
70,70,振興,12,0.003371077124029398,0.0064425840973854065
71,71,北海道新幹線,3,0.002591471653431654,0.0004294408718124032
72,72,協議会,5,0.0041404967196285725,0.0003912315296474844
73,73,活用,9,0.004045526962727308,0.00350472005084157
74,74,交換,3,0.002641526749357581,0.00037948726094327867
75,75,場,4,0.0033951399382203817,0.0003812373033724725
76,76,官民,3,0.0026216418482363224,0.0003993252175860107
77,77,意見,4,0.0033917392138391733,0.0003846364270430058
78,78,昨年,7,0.004885249305516481,0.001156403566710651
79,79,中心,5,0.004115501884371042,0.000416175345890224
80,80,力,10,0.0004652057250496,0.007836488075554371
81,81,好,3,0.002632132265716791,0.0003888611972797662
82,82,循環,3,0.002632132265716791,0.00038886122638359666
83,83,生活,8,0.006417362950742245,0.0003805102896876633
84,84,経済,5,0.0040642693638801575,0.0004673314106184989
85,85,人口,7,0.000421184697188437,0.005616460926830769
86,86,時代,5,0.00041031124419532716,0.004117966163903475
87,87,減少,8,0.00039831059984862804,0.006394012365490198
88,88,行政,9,0.00040503678610548377,0.0071419645100831985
89,89,増加,6,0.00043157514301128685,0.00485139200463891
90,90,ニーズ,3,0.0018620265182107687,0.0011581414146348834
91,91,観光,11,0.00862149614840746,0.00044238113332539797
92,92,状況,4,0.0004941890947520733,0.0032794277649372816
93,93,数,6,0.0004981686943210661,0.0047848280519247055
94,94,旅行者,3,0.0016939176712185144,0.00132609938737005
95,95,政府,4,0.0033951220102608204,0.0003812549402937293
96,96,外国人,3,0.002600225852802396,0.00042070672498084605
97,97,目標,8,0.006357091013342142,0.00044067343696951866
98,98,観光客,6,0.000669388216920197,0.004613729193806648
99,99,内,5,0.0003962810733355582,0.004131993744522333
100,100,後志,3,0.0004177781520411372,0.002601149259135127
101,101,間,3,0.0004304042086005211,0.002588520059362054
102,102,北,3,0.00039568738429807127,0.0026232339441776276
103,103,向上,13,0.000427150895120576,0.010138570331037045
104,104,推進,24,0.009186162613332272,0.00968899391591549
105,105,工事,21,0.0004117980133742094,0.016191354021430016
106,106,取り組み,31,0.0005086044548079371,0.023641373962163925
107,107,新駅,3,0.0023746148217469454,0.0006460167351178825
108,108,相,4,0.003392056794837117,0.00038430263521149755
109,109,型,5,0.0008831327431835234,0.0036454747896641493
110,110,環境,16,0.012381605803966522,0.00045912028872407973
111,111,観光都市,3,0.002637836616486311,0.00038315652636811137
112,112,機会,7,0.005642432253807783,0.00040002234163694084
113,113,充実,9,0.007130803540349007,0.0004223607247695327
114,114,文化,9,0.007173052057623863,0.0003801973653025925
115,115,整備,15,0.011285417713224888,0.0007995717460289598
116,116,連携,12,0.000405678030801937,0.009405359625816345
117,117,備え,4,0.0033531873486936092,0.00042310700519010425
118,118,停電,5,0.004150080028921366,0.00038166786544024944
119,119,北海道,8,0.006406609900295734,0.0003912380198016763
120,120,大規模,3,0.0018991295946761966,0.0011210816446691751
121,121,対策,14,0.010412870906293392,0.0009166303207166493
122,122,情報,3,0.0025854839477688074,0.0004354272678028792
123,123,所,6,0.00485685421153903,0.0004301820881664753
124,124,安全,4,0.0033899792470037937,0.00038638885598629713
125,125,防災,4,0.0013444508658722043,0.002429923042654991
126,126,面,3,0.0025889384560287,0.0004319662693887949
127,127,強化,4,0.0012404121225699782,0.002533860970288515
128,128,未来,5,0.004142065532505512,0.0003896612033713609
129,129,世代,6,0.0003963324998039752,0.004886622540652752
130,130,子育て,10,0.0004860511398874223,0.007815660908818245
131,131,本年,4,0.003392140381038189,0.0003842193982563913
132,132,子供,3,0.001991178607568145,0.0010291053913533688
133,133,方針,3,0.00038632695213891566,0.0026325960643589497
134,134,予算,23,0.00040218624053522944,0.01771031878888607
135,135,編成,4,0.0003909229417331517,0.003382680704817176
136,136,考え方,3,0.0024129978846758604,0.0006076935096643865
137,137,財政,7,0.005632434040307999,0.00040999677730724216
138,138,当初,4,0.00038107347791083157,0.0033925382886081934
139,139,財源,4,0.0018581056501716375,0.0019167339196428657
140,140,初め,3,0.00038928177673369646,0.002629626775160432
141,141,議会,3,0.0025930798146873713,0.0004278337873984128
142,142,災害,5,0.004109940491616726,0.00042173461406491697
143,143,自然,3,0.0018808639142662287,0.0011393263703212142
144,144,支援,21,0.016155041754245758,0.0004625445872079581
145,145,収支,13,0.0003929640806745738,0.01017275545746088
146,146,交付金,3,0.002591516124084592,0.0004293918318580836
147,147,市税,3,0.0026358081959187984,0.00038517394568771124
148,148,歳入,5,0.004067020490765572,0.0004645761218853295
149,149,税,4,0.0033513575326651335,0.0004249349294696003
150,150,歳出,7,0.0003925260971300304,0.005645106080919504
151,151,プラン,4,0.0003908866783604026,0.003382724476978183
152,152,見通し,4,0.000381849444238469,0.0033917613327503204
153,153,一定,3,0.0023690753150731325,0.000651563226711005
154,154,基金,3,0.002635132521390915,0.00038584673893637955
155,155,テーマ,9,0.007158422842621803,0.00039479247061535716
156,156,基本,3,0.0026307697407901287,0.000390220811823383
157,157,小樽市,27,0.017187947407364845,0.003958601504564285
158,158,構想,3,0.0026406904216855764,0.00038031875737942755
159,159,総合,8,0.006416745949536562,0.0003811244969256222
160,160,計画,20,0.015450761653482914,0.00041152923949994147
161,161,教育,39,0.01441205758601427,0.015788085758686066
162,162,子ども,3,0.0026397607289254665,0.00038124818820506334
163,163,期,4,0.0004023514047730714,0.0033712536096572876
164,164,助成,5,0.00039428126183338463,0.0041340007446706295
165,165,医療費,3,0.0003820239508058876,0.002636910416185856
166,166,中学生,3,0.00038176708039827645,0.0026371630374342203
167,167,入院,3,0.00038246760959737003,0.0026364598888903856
168,168,世帯,7,0.00038561655674129725,0.005652029532939196
169,169,学習,13,0.010108632035553455,0.00046596440370194614
170,170,保育,4,0.0033825801219791174,0.0003937748842872679
171,171,施設,14,0.007969049736857414,0.0033581971656531096
172,172,補助,4,0.0032885626424103975,0.00048762900405563414
173,173,後,3,0.0011922494741156697,0.0018272963352501392
174,174,公園,8,0.0006204728269949555,0.006171960849314928
175,175,学校教育,8,0.0005066546145826578,0.006285701412707567
176,176,児童,9,0.007149565499275923,0.0004036389000248164
177,177,教員,8,0.0004268449847586453,0.006365485023707151
178,178,生徒,9,0.007149565499275923,0.00040363898733630776
179,179,中学校,10,0.007832189090549946,0.0004762668104376644
180,180,部活動,4,0.003362145507708192,0.0004141622339375317
181,181,配置,3,0.002640829421579838,0.0003801809507422149
182,182,パソコン,6,0.0005915312794968486,0.004691530950367451
183,183,用,7,0.005520563572645187,0.0005217247526161373
184,184,小学校,16,0.00039744575042277575,0.012432304210960865
185,185,幸,3,0.0003821508144028485,0.0026367867831140757
186,186,耐震,9,0.0003912818501703441,0.007155726198107004
187,187,補強,5,0.00038606818998232484,0.004142225719988346
188,188,学校,14,0.010872083716094494,0.00045789641444571316
189,189,診断,4,0.0003981922927778214,0.0033754182513803244
190,190,人材,5,0.004118985962122679,0.00041270526708103716
191,191,キャリア教育,3,0.0004423973732627928,0.002576521597802639
192,192,ふるさと,5,0.0041493759490549564,0.00038237072294577956
193,193,制度,3,0.0024752109311521053,0.0005455564823932946
194,194,持続,3,0.0026367513928562403,0.0003842355217784643
195,195,検討,5,0.004087350331246853,0.00044428627006709576
196,196,利用,5,0.003993741702288389,0.0005377738270908594
197,197,策,4,0.000439737195847556,0.0033338768407702446
198,198,管理者,3,0.00041735218837857246,0.002601583953946829
199,199,防止,3,0.0006856376421637833,0.0023334487341344357
200,200,引き上げ,11,0.00038376267184503376,0.008672602474689484
201,201,消費税率,17,0.000380687735741958,0.013203753158450127
202,202,低所得者,5,0.0004579588712658733,0.0040703401900827885
203,203,影響,3,0.0003829144698102027,0.002636017045006156
204,204,市民税,3,0.0003880984440911561,0.0026308149099349976
205,205,プレミアム,3,0.00038960870006121695,0.0026293252594769
206,206,付,5,0.0019888728857040405,0.0025407748762518167
207,207,商品券,3,0.0003896087291650474,0.0026293252594769
208,208,強み,3,0.002637834521010518,0.00038315990241244435
209,209,参加,3,0.0026396396569907665,0.00038136536022648215
210,210,規模,4,0.0033952156081795692,0.0003811615169979632
211,211,工事費,3,0.0004268182092346251,0.0025921070482581854
212,212,企業,7,0.0004099824873264879,0.005627654027193785
213,213,誘致,4,0.0004180727119091898,0.0033555354457348585
214,214,船,6,0.002720875898376107,0.002564114285632968
215,215,フォーラム,3,0.0026376284658908844,0.00038336339639499784
216,216,寄港,8,0.006416986230760813,0.00038088514702394605
217,217,日本,10,0.007895701564848423,0.0004128552973270416
218,218,遺産,5,0.0041129374876618385,0.0004187476297374815
219,219,保存,3,0.0026412394363433123,0.00037977538886480033
220,220,促進,8,0.006366454530507326,0.0004313235986046493
221,221,小樽港,7,0.005546253174543381,0.0004960644873790443
222,222,入港,9,0.007142700254917145,0.00041048350976780057
223,223,大型,3,0.0026385497767478228,0.0003824472369160503
224,224,接岸,3,0.0026367425452917814,0.0003842443402390927
225,225,ふ頭,4,0.00038231510552577674,0.003391298232600093
226,226,センター,4,0.002672865753993392,0.0011027336586266756
227,227,定着,3,0.002638122532516718,0.0003828727640211582
228,228,就職,3,0.002561648143455386,0.00045922063873149455
229,229,全,5,0.001238573924638331,0.0032903815153986216
230,230,小・中学,4,0.003386441385373473,0.00038991845212876797
231,231,校,10,0.007890179753303528,0.00041836261516436934
232,232,非,5,0.002664382802322507,0.001865880098193884
233,233,医療,4,0.0033852446358650923,0.0003911156964022666
234,234,設備,5,0.002706296043470502,0.0018240083009004593
235,235,市内,3,0.002633423311635852,0.0003875712282024324
236,236,おたる,6,0.004905580542981625,0.0003815408854279667
237,237,実施,6,0.004517326597124338,0.0007693399675190449
238,238,ポンプ,4,0.003396161599084735,0.00038022309308871627
239,239,更新,8,0.006405147723853588,0.00039270074921660125
240,240,補正,10,0.00039642155752517283,0.007905258797109127
241,241,処理,4,0.0018971115350723267,0.0018777744844555855
242,242,廃棄物,3,0.00039837887743487954,0.002620549174025655
243,243,水,3,0.002635304583236575,0.00038567642332054675
244,244,装置,3,0.0010970027651637793,0.0019224706338718534
245,245,再編,5,0.004143503960222006,0.00038823066279292107
246,246,都市,4,0.003308534622192383,0.0004676964890677482
247,247,老朽化,4,0.00275764730758965,0.0010180330136790872
248,248,芸術,3,0.002639393089339137,0.0003816115204244852
249,249,特別展,3,0.0026348913088440895,0.0003860853612422943
250,250,旧,3,0.0011745422380045056,0.0018449999624863267
251,251,改修,3,0.0003885333426296711,0.002630398375913501
252,252,スポーツ,5,0.0017739312024787068,0.0027555113192647696
253,253,手宮,3,0.0003824578016065061,0.0026364722289144993
254,254,基本計画,3,0.001523561542853713,0.0014962966088205576
255,255,策定,4,0.0033956672996282578,0.00038071349263191223
256,256,分野,4,0.0003820470883511007,0.0033915615640580654
257,257,中枢,3,0.00038085909909568727,0.002638078760355711
258,258,形成,4,0.0003934837004635483,0.0033801309764385223
259,259,札幌市,3,0.0003842619771603495,0.002634664298966527
260,260,都市圏,3,0.00038085909909568727,0.002638078760355711
261,261,とも,5,0.002059733495116234,0.002469974337145686
262,262,前年度,4,0.00041950505692511797,0.003354090265929699
263,263,増,20,0.015185408294200897,0.0006765463040210307
264,264,地方,13,0.0005471987533383071,0.010018582455813885
265,265,減,17,0.0004449976549949497,0.013139440678060055
266,266,費,11,0.0010018940083682537,0.008054924197494984
267,267,給付,6,0.0017702236073091626,0.0035139049869030714
268,268,負担金,5,0.004051204305142164,0.00048037650412879884
269,269,事業費,8,0.0058375452645123005,0.0009596724412404001
270,270,校舎,3,0.00038230480276979506,0.002636631950736046
271,271,後期,4,0.003391206031665206,0.00038516405038535595
272,272,高齢者,4,0.003391206031665206,0.00038516405038535595
273,273,補助金,3,0.0026274400297552347,0.0003935475542675704
274,274,金,3,0.0003831758804153651,0.002635749988257885
275,275,分,3,0.00040568437543697655,0.002613244578242302
276,276,病院,7,0.0004160741809755564,0.00562157342210412
277,277,健康保険,4,0.0003810992930084467,0.003392512211576104
278,278,国民,5,0.00038119577220641077,0.004147093743085861
279,279,介護保険,3,0.0003840058052446693,0.0026349173858761787
280,280,処分,5,0.004110212903469801,0.0004214566433802247
281,281,産業廃棄物,3,0.0026174888480454683,0.0004034695739392191
282,282,水道事業,6,0.00038647977635264397,0.004896471276879311
283,283,下水道,4,0.0003811908536590636,0.0033924204763025045
284,284,特別会計,4,0.00038362963823601604,0.0033899731934070587
285,285,被保険者,3,0.0003986908704973757,0.002620240906253457
286,286,保険,4,0.00042132579255849123,0.0033522897865623236
287,287,支出,3,0.0003967053780797869,0.0026222241576761007
288,288,保険料,6,0.004871462471783161,0.000415581715060398
289,289,見込み,7,0.00040689550223760307,0.005630746018141508
290,290,改正,9,0.0003882937307935208,0.007158705033361912
291,291,改革,4,0.0007767369388602674,0.0029971455223858356
292,292,成果,4,0.0018865206511691213,0.001888343715108931
293,293,経営,3,0.0025587326381355524,0.0004621092521119863
294,294,もと,4,0.00041416246676817536,0.0033594416454434395
295,295,資金,5,0.00038241673610173166,0.004145869053900242
296,296,年度末,3,0.00038829498225823045,0.0026306146755814552
297,297,収益,5,0.00038259735447354615,0.004145687445998192
298,298,給水,5,0.00037997073377482593,0.0041483244858682156
299,299,収入,3,0.00038366441731341183,0.0026352594140917063
300,300,以上,3,0.002639031270518899,0.00038196827517822385
301,301,外国,3,0.002636628458276391,0.0003843782760668546
302,302,所要,10,0.0003834343224298209,0.00791824422776699
303,303,給与費,3,0.0009560339385643601,0.0020633027888834476
304,304,中央,4,0.0003825281164608896,0.0033910786733031273
305,305,条例,35,0.000384666258469224,0.026783999055624008
306,306,案,16,0.0003796718083322048,0.012450093403458595
307,307,目的,6,0.0004333574615884572,0.004849608521908522
308,308,規定,3,0.0026360026095062494,0.0003849806962534785
309,309,支給割合,3,0.002347060013562441,0.0006735376664437354
310,310,駐車場,3,0.00041496011544950306,0.002603963017463684
311,311,使用料,4,0.00039949401980265975,0.0033741050865501165
312,312,自立,4,0.003351616906002164,0.00042467875755392015
313,313,過疎,3,0.002628190442919731,0.00039279632619582117
314,314,教育委員会,3,0.0004159378004260361,0.0026029725559055805
315,315,社会,11,0.0007675182423554361,0.00828908197581768
316,316,育成,6,0.00039843941340222955,0.004884520545601845
317,317,学び,4,0.0014027681900188327,0.002371658803895116
318,318,能力,3,0.0018825463484972715,0.0011376295005902648
319,319,生涯,3,0.0026211950462311506,0.0003997690218966454
320,320,重点,9,0.006901129148900509,0.0006517795263789594
321,321,家庭,4,0.003287701867520809,0.0004885132657364011
322,322,学力,3,0.001534154755063355,0.001485715969465673
323,323,授業,9,0.0004215444787405431,0.00712546007707715
324,324,生活習慣,3,0.0004201772389933467,0.0025987548287957907
325,325,確立,3,0.0005173016688786447,0.0025016607251018286
326,326,研修,8,0.0003947193908970803,0.006397609133273363
327,327,講座,10,0.0004054117889609188,0.007896273396909237
328,328,開催,3,0.000380570039851591,0.0026383651420474052
329,329,指導力,3,0.00038227683398872614,0.002636651275679469
330,330,指導,5,0.0005312504945322871,0.003997091203927994
331,331,スクール,4,0.003393511986359954,0.0003828550106845796
332,332,公開,4,0.0010855637956410646,0.0026885729748755693
333,333,図書館,4,0.003391011618077755,0.0003853537200484425
334,334,読書,3,0.0025978349149227142,0.00042308971751481295
335,335,体力,3,0.00046672188909724355,0.0025522205978631973
336,336,体験,5,0.002654540352523327,0.0018757208017632365
337,337,講師,3,0.0004015327722299844,0.002617393620312214
338,338,英語,6,0.0006206858088262379,0.0046623945236206055
339,339,台,4,0.00039891275810077786,0.0033746950794011354
340,340,教職員,3,0.0003989006800111383,0.0026200099382549524
341,341,非核,3,0.00043088235543109477,0.002588053001090884
342,342,世界,4,0.0033964943140745163,0.0003798901161644608
343,343,平和,7,0.005646898876875639,0.00039557277341373265
344,344,核兵器,14,0.010949039831757545,0.0003810685593634844
345,345,核,4,0.00045070232590660453,0.003322914242744446
346,346,禁止,5,0.00415126234292984,0.0003804923908319324
347,347,条約,5,0.00415038364008069,0.0003813670773524791
348,348,カ国,3,0.0026385535020381212,0.0003824439481832087
349,349,米軍,3,0.0026219985447824,0.0003989675606135279
350,350,ブルーリッジ,3,0.0026381276547908783,0.0003828671178780496
351,351,艦,3,0.002640791004523635,0.00038021954242140055
352,352,艦船,9,0.007173430174589157,0.00037982017965987325
353,353,隻,3,0.002639751648530364,0.00038125188439153135
354,354,搭載,4,0.003395671723410487,0.00038070825394243
355,355,米国,3,0.002634977223351598,0.00038601725827902555
